bodyPart,equipment,gifUrl,id,name,target,instructions
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/1408.gif,1408,band hip lift,glutes,"<ol>
  <li>Place the exercise band around your thighs, just above your knees.</li>
  <li>Lie on your back with your knees bent and feet flat on the ground.</li>
  <li>Engage your core and glutes.</li>
  <li>Slowly lift your hips off the ground until your body forms a straight line from your shoulders to your knees.</li>
  <li>Hold for a few seconds, then lower your hips back down to the ground.</li>
  <li>Repeat for 10-15 reps.</li>
</ol>"
waist,band,http://d205bpvrqc9yn1.cloudfront.net/0979.gif,979,band horizontal pallof press,abs,"<ol>
  <li>Attach an exercise band to a sturdy anchor point at chest height.</li>
  <li>Stand perpendicular to the anchor point with feet shoulder-width apart.</li>
  <li>Grasp the exercise band with both hands and extend arms straight out in front of the chest.</li>
  <li>Engage the core and maintain a stable stance.</li>
  <li>Slowly pull the band towards the chest, keeping the arms straight and parallel to the ground.</li>
  <li>Hold the position for 2-3 seconds, then slowly release back to starting position.</li>
  <li>Repeat for desired number of reps on one side, then switch sides.</li>
</ol>"
waist,band,http://d205bpvrqc9yn1.cloudfront.net/0981.gif,981,band jack knife sit-up,abs,"<ol>
<li>Begin by lying flat on your back with your legs straight and your arms extended above your head, holding the exercise band with both hands.</li>
<li>Wrap the exercise band around the arches of your feet and hold onto the handles of the band with your hands.</li>
<li>Engage your core muscles and lift your head, shoulders, and legs off the ground simultaneously, bringing your hands towards your feet.</li>
<li>Pause at the top of the movement and squeeze your abs.</li>
<li>Slowly lower your head, shoulders, and legs back down to the starting position.</li>
<li>Repeat for the desired number of repetitions.</li>
</ol>"
back,band,http://d205bpvrqc9yn1.cloudfront.net/0983.gif,983,band kneeling one arm pulldown,lats,"<ol>
  <li>Attach the exercise band to a sturdy anchor point above your head.</li>
  <li>Kneel down on one knee facing the anchor point with the opposite foot flat on the ground.</li>
  <li>Grasp the exercise band with one hand and extend your arm upwards towards the anchor point.</li>
  <li>Slowly pull the band down towards your side, keeping your elbow close to your body.</li>
  <li>Pause for a moment and then slowly release the band back up towards the anchor point.</li>
  <li>Repeat for the desired number of repetitions and then switch sides.</li>
  <li>Make sure to keep your core engaged and maintain good posture throughout the exercise.</li>
</ol>"
waist,band,http://d205bpvrqc9yn1.cloudfront.net/0985.gif,985,band kneeling twisting crunch,abs,"<ol>
<li>Begin by kneeling on the floor with an exercise band looped around a sturdy anchor point behind you.</li>
<li>Hold the ends of the band with both hands, bringing them to your chest.</li>
<li>Engage your core muscles and slowly twist your torso to one side, bringing your elbow towards your opposite knee.</li>
<li>Pause for a moment, feeling the contraction in your oblique muscles.</li>
<li>Slowly return to the starting position and repeat on the other side.</li>
<li>Complete 10-15 repetitions on each side, or as many as you can comfortably perform with good form.</li>
<li>For an added challenge, increase the resistance of the exercise band or perform the exercise on an unstable surface, such as a balance board or exercise ball.</li>
<li>Remember to breathe deeply throughout the exercise and maintain good posture to protect your back.</li>
<li>Stretch your abs and obliques after completing the exercise to prevent muscle soreness and tightness.</li>
</ol>"
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/0984.gif,984,band lying hip internal rotation,glutes,"<ol>
<li>Begin by lying on your back with your knees bent and feet flat on the ground.</li>
<li>Place an exercise band around your thighs, just above your knees.</li>
<li>Bring your feet together and keep your heels touching.</li>
<li>Slowly rotate your knees outwards, keeping your feet together and your thighs parallel.</li>
<li>Pause for a moment at the end of the movement, then slowly bring your knees back together.</li>
<li>Repeat for the desired number of repetitions.</li>
<li>Remember to keep your core engaged and your lower back pressed into the ground throughout the exercise.</li>
<li>Adjust the tension of the exercise band as needed to increase or decrease the difficulty of the exercise.</li>
</ol>"
waist,band,http://d205bpvrqc9yn1.cloudfront.net/1002.gif,1002,band lying straight leg raise,abs,"<ol>
  <li>Begin by lying flat on your back on a yoga mat or a flat surface.</li>
  <li>Secure one end of the exercise band to a sturdy object, such as the leg of a table or a heavy piece of furniture.</li>
  <li>Loop the other end of the exercise band around the sole of your foot and hold onto the band with your hands.</li>
  <li>With your leg straight, slowly lift your foot towards the ceiling while keeping your core engaged and your lower back pressed into the mat.</li>
  <li>Pause for a moment at the top of the movement, then slowly lower your leg back down to the starting position.</li>
  <li>Repeat for the desired number of reps, then switch sides and repeat with the other leg.</li>
  <li>Remember to breathe deeply and maintain good form throughout the exercise.</li>
</ol>"
upper arms,band,http://d205bpvrqc9yn1.cloudfront.net/0986.gif,986,band one arm overhead biceps curl,biceps,"<ol>
  <li>Step on the center of the exercise band with one foot and hold the other end of the band with the opposite hand.</li>
  <li>Stand with your feet shoulder-width apart and your knees slightly bent.</li>
  <li>Keep your arm straight down by your side with your palm facing forward.</li>
  <li>Slowly curl your arm up towards your shoulder, bending at the elbow and keeping your upper arm stationary.</li>
  <li>Pause at the top of the movement and squeeze your bicep muscles.</li>
  <li>Slowly lower your arm back down to the starting position.</li>
  <li>Repeat for desired number of repetitions.</li>
  <li>Switch sides and repeat the exercise with the opposite arm.</li>
</ol>"
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/0987.gif,987,band one arm single leg split squat,quads,"<ol>
<li>Step 1: Secure the exercise band around a sturdy object at knee height.</li>
<li>Step 2: Stand facing away from the anchor point and loop the exercise band around your left ankle.</li>
<li>Step 3: Lift your right foot off the ground and extend your leg behind you.</li>
<li>Step 4: Lower your body down into a squat position, keeping your left foot planted on the ground.</li>
<li>Step 5: As you lower your body, extend your right leg behind you, keeping it in line with your torso.</li>
<li>Step 6: Push through your left heel to return to the starting position.</li>
<li>Step 7: Repeat for the desired number of repetitions before switching sides.</li>
</ol>"
back,band,http://d205bpvrqc9yn1.cloudfront.net/0988.gif,988,band one arm standing low row,upper back,"<ol>
  <li>Stand with your feet shoulder-width apart, facing the anchor point of the exercise band.</li>
  <li>Hold the exercise band handle with one hand and step back to create tension in the band.</li>
  <li>Bend your knees slightly and hinge forward at the hips, keeping your back straight.</li>
  <li>With your arm extended straight down, pull the exercise band handle towards your waist, keeping your elbow close to your body.</li>
  <li>Pause for a second at the top of the movement, then slowly release back to the starting position.</li>
  <li>Complete the desired number of repetitions on one arm before switching to the other arm.</li>
  <li>Remember to keep your core engaged and maintain proper form throughout the exercise.</li>
  <li>Adjust the tension of the exercise band as needed to increase or decrease the difficulty of the exercise.</li>
  <li>Stretch your arms and back after completing the exercise.</li>
</ol>"
chest,band,http://d205bpvrqc9yn1.cloudfront.net/0989.gif,989,band one arm twisting chest press,pectorals,"<ol>
  <li>Secure one end of the exercise band to a stationary object, such as a door handle or sturdy pole.</li>
  <li>Stand facing away from the object and hold the other end of the band in your right hand, with your arm extended straight out in front of you.</li>
  <li>Step away from the object to create tension in the band.</li>
  <li>Slowly bring your right arm across your chest, twisting your torso to the left, until your hand is near your left shoulder.</li>
  <li>Pause briefly, then slowly release back to the starting position.</li>
  <li>Repeat for the desired number of repetitions, then switch to the left arm and repeat the exercise.</li>
</ol>"
back,band,http://d205bpvrqc9yn1.cloudfront.net/0990.gif,990,band one arm twisting seated row,upper back,"<ol>
<li>Begin by sitting on a bench or chair with your feet flat on the ground and your back straight.</li>
<li>Wrap the exercise band around the bottom of your feet and hold onto the handles with one hand.</li>
<li>Extend your arm straight out in front of you, keeping your elbow slightly bent.</li>
<li>Slowly pull the band towards your chest, twisting your torso to the side and keeping your elbow close to your body.</li>
<li>Pause and hold for a few seconds, then slowly release the band back to the starting position.</li>
<li>Repeat for the desired number of repetitions, then switch to the other arm and repeat the exercise.</li>
<li>Remember to keep your back straight and your core engaged throughout the exercise to avoid injury.</li>
</ol>"
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/0991.gif,991,band pull through,glutes,"<ol>
<li>Begin by standing with your feet shoulder-width apart and placing an exercise band around your ankles.</li>
<li>Take a step forward with your left foot and a step back with your right foot, keeping tension on the band.</li>
<li>Shift your weight onto your left foot and hinge forward at the hips, reaching your right hand through your legs to grab the band.</li>
<li>Pull the band through your legs with your right hand, keeping your core engaged and your back straight.</li>
<li>Return to the starting position by standing up straight and bringing your right hand back to your side.</li>
<li>Repeat the exercise for 10-12 reps on one side before switching to the other side.</li>
</ol>"
waist,band,http://d205bpvrqc9yn1.cloudfront.net/0992.gif,992,band push sit-up,abs,"<ol>
    <li>Begin by securing an exercise band around a sturdy object, such as a pole or heavy piece of furniture.</li>
    <li>Lie down on your back with your knees bent and feet flat on the ground.</li>
    <li>Hold the exercise band with both hands, keeping your arms straight and extended above your chest.</li>
    <li>Engage your core muscles and slowly sit up, pulling the exercise band towards your knees as you do so.</li>
    <li>Pause briefly at the top of the movement, then slowly lower yourself back down to the starting position.</li>
    <li>Repeat for the desired number of repetitions.</li>
</ol>"
shoulders,band,http://d205bpvrqc9yn1.cloudfront.net/0993.gif,993,band reverse fly,delts,"<ol>
  <li>Stand with your feet shoulder-width apart and place the exercise band under your feet, holding the handles with both hands.</li>
  <li>Keeping your arms straight, lift them up to shoulder height, with your palms facing down.</li>
  <li>Slowly pull the band apart, squeezing your shoulder blades together, and bringing your arms out to your sides.</li>
  <li>Pause for a moment and then slowly release the tension, bringing your arms back to the starting position with control.</li>
  <li>Repeat for 10-12 repetitions, or as many as you can do with proper form.</li>
  <li>Take a break and repeat for 2-3 sets.</li>
</ol>"
lower arms,band,http://d205bpvrqc9yn1.cloudfront.net/0994.gif,994,band reverse wrist curl,forearms,"<ol>
<li>Start by sitting on a chair or bench with your feet flat on the ground and your back straight.</li>
<li>Place the exercise band under your feet and hold the other end with your palms facing down.</li>
<li>Slowly curl your wrists upwards, keeping your palms facing down and your arms stationary.</li>
<li>Hold the position for a few seconds and then slowly lower your wrists back to the starting position.</li>
<li>Repeat the exercise for 10-15 repetitions, or until you feel fatigued.</li>
<li>For an added challenge, you can use a heavier resistance band or increase the number of repetitions.</li>
<li>Remember to breathe throughout the exercise and to maintain proper form to avoid injury.</li>
</ol>"
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/0996.gif,996,band seated hip internal rotation,glutes,"<ol>
<li>Start by sitting on a chair or bench with your feet flat on the ground and your knees bent at a 90-degree angle.</li>
<li>Place an exercise band around both of your knees, just above your knees.</li>
<li>Make sure your feet are hip-width apart and your toes are pointing forward.</li>
<li>Engage your core and sit up tall with your shoulders relaxed.</li>
<li>Slowly rotate your right knee inward, towards your left knee, while keeping your left knee stationary.</li>
<li>Hold for a few seconds, then slowly return your right knee to the starting position.</li>
<li>Repeat the movement on your left side, rotating your left knee inward towards your right knee.</li>
<li>Continue alternating between your right and left sides for the desired number of repetitions.</li>
<li>Remember to keep your movements slow and controlled, and to maintain good posture throughout the exercise.</li>
<li>Once you have completed the desired number of repetitions, remove the exercise band from your knees and stretch your hips and legs as needed.</li>
</ol>"
waist,band,http://d205bpvrqc9yn1.cloudfront.net/1011.gif,1011,band seated twist,abs,"<ol>
<li>Begin by sitting on a chair with your feet flat on the ground and your back straight.</li>
<li>Place the exercise band around your midsection and hold onto both ends with your hands.</li>
<li>Keeping your arms straight, twist your torso to the right as far as you can without moving your hips.</li>
<li>Hold the position for 2-3 seconds, then slowly twist back to the starting position.</li>
<li>Repeat the twist to the left side, holding for 2-3 seconds before returning to the starting position.</li>
<li>Continue alternating twists for a total of 10-12 repetitions on each side.</li>
</ol>"
shoulders,band,http://d205bpvrqc9yn1.cloudfront.net/0997.gif,997,band shoulder press,delts,"<ol>
  <li>Begin by standing with your feet shoulder-width apart and placing the exercise band under your feet.</li>
  <li>Hold the exercise band handles with both hands and bring them up to shoulder level, keeping your elbows bent and your palms facing forward.</li>
  <li>Press the exercise band up overhead, extending your arms fully and keeping your core engaged.</li>
  <li>Slowly lower the exercise band back down to shoulder level, maintaining control and keeping your elbows bent.</li>
  <li>Repeat for the desired number of repetitions.</li>
  <li>Remember to breathe throughout the exercise and to keep your shoulders relaxed.</li>
</ol>"
back,band,http://d205bpvrqc9yn1.cloudfront.net/1018.gif,1018,band shrug,traps,"<ol>
<li>Begin by standing with your feet shoulder-width apart and placing the exercise band under your feet, holding one end of the band in each hand.</li>
<li>Make sure the band is taut and your arms are fully extended down by your sides.</li>
<li>Next, raise your shoulders up towards your ears, contracting the trapezius muscles in your upper back.</li>
<li>Hold this position for a few seconds, then slowly lower your shoulders back down to the starting position.</li>
<li>Repeat this movement for 10-15 reps, or as many as you can comfortably perform.</li>
<li>Remember to keep your arms straight and your core engaged throughout the exercise.</li>
<li>For an added challenge, you can increase the resistance of the band by holding it closer to the ends, or by using a thicker band.</li>
<li>Once you have completed your desired number of reps, release the band from your feet and stretch out your shoulders and upper back to cool down.</li>
</ol>"
upper arms,band,http://d205bpvrqc9yn1.cloudfront.net/0998.gif,998,band side triceps extension,triceps,"<ol>
  <li>Step 1: Securely anchor the exercise band to a stationary object, such as a door or post.</li>
  <li>Step 2: Grasp the handle of the exercise band with your right hand and stand with your left side facing the anchor point.</li>
  <li>Step 3: Extend your right arm straight out to the side, keeping your elbow close to your body.</li>
  <li>Step 4: Slowly bend your elbow to lower the handle down towards your shoulder.</li>
  <li>Step 5: Pause for a moment, then slowly straighten your arm to return to the starting position.</li>
  <li>Step 6: Repeat the exercise for 10-12 repetitions on your right arm before switching to your left arm.</li>
</ol>"
lower legs,band,http://d205bpvrqc9yn1.cloudfront.net/0999.gif,999,band single leg calf raise,calves,"<ol>
<li>Start by standing with your feet hip-width apart and placing the exercise band around the ball of your right foot.</li>
<li>Hold the ends of the band in each hand and lift your left foot off the ground, balancing on your right foot.</li>
<li>Slowly raise your right heel off the ground, keeping your toes on the floor.</li>
<li>Hold for a few seconds at the top of the movement, then slowly lower your heel back down to the ground.</li>
<li>Repeat for 10-15 reps, then switch to your left foot and repeat the exercise.</li>
<li>For an added challenge, you can increase the tension of the exercise band or hold a weight in your free hand.</li>
</ol>"
lower legs,band,http://d205bpvrqc9yn1.cloudfront.net/1000.gif,1000,band single leg reverse calf raise,calves,"<ol>
<li>Attach one end of the exercise band to a sturdy anchor point such as a door knob or post.</li>
<li>Loop the other end of the exercise band around the ball of your foot and hold onto the band with your hands for stability.</li>
<li>Stand facing away from the anchor point with your feet hip-width apart.</li>
<li>Shift your weight onto one foot and lift the other foot off the ground.</li>
<li>Slowly lower your heel towards the ground, feeling the stretch in your calf muscle.</li>
<li>Pause briefly at the bottom of the movement, then slowly raise your heel back up to the starting position.</li>
<li>Repeat for 10-12 reps on one leg, then switch to the other leg.</li>
<li>Perform 2-3 sets on each leg, resting for 30-60 seconds between sets.</li>
</ol>"
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/1001.gif,1001,band single leg split squat,quads,"<ol>
  <li>Begin by standing with your feet hip-width apart and placing the exercise band under the arch of your left foot.</li>
  <li>Hold the ends of the band with both hands and raise your left foot off the ground, extending your leg behind you.</li>
  <li>Lower your body into a split squat position by bending your right knee and lowering your left knee towards the ground.</li>
  <li>Make sure your right knee stays directly above your ankle and doesn't extend past your toes.</li>
  <li>As you lower your body, pull the exercise band towards your chest, keeping your elbows close to your sides.</li>
  <li>Pause at the bottom of the squat and then push through your right heel to return to the starting position.</li>
  <li>Complete 10-12 reps on your right leg before switching to your left leg.</li>
</ol>"
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/1004.gif,1004,band squat,glutes,"<ol>
<li>Step 1: Secure the band. Loop the exercise band around a sturdy anchor point, such as a pole or door handle, at about waist height.</li>
<li>Step 2: Stand with your feet shoulder-width apart, with the band behind you. Hold the band with both hands and bring it up to your shoulders, keeping your elbows bent and close to your body.</li>
<li>Step 3: Engage your core and lower your body down into a squatting position. Keep your weight in your heels and your knees in line with your toes.</li>
<li>Step 4: As you rise back up to a standing position, push against the resistance of the band to engage your glutes and hamstrings. Keep your arms bent and close to your body throughout the movement.</li>
<li>Step 5: Repeat the squat for the desired number of repetitions, keeping the band taut throughout the exercise.</li>
</ol>"
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/1003.gif,1003,band squat row,glutes,"<ol>
<li>Begin by standing on the exercise band with your feet shoulder-width apart and holding the handles with an overhand grip.</li>
<li>Hold your arms straight in front of you with the band taut.</li>
<li>Squat down, keeping your back straight and your knees behind your toes.</li>
<li>As you rise back up to standing, pull your elbows back, squeezing your shoulder blades together to perform a row.</li>
<li>Lower your arms back down to the starting position and repeat for 10-12 reps.</li>
<li>Make sure to keep your core engaged throughout the exercise to maintain proper form.</li>
<li>For a more challenging workout, increase the resistance of the band or perform more reps.</li>
<li>Remember to stretch before and after the exercise to prevent injury and improve flexibility.</li>
</ol>"
waist,band,http://d205bpvrqc9yn1.cloudfront.net/1005.gif,1005,band standing crunch,abs,"<ol>
<li>Begin by attaching one end of the exercise band to a sturdy object, such as a doorknob or post, at waist height.</li>
<li>Stand facing the attachment point with your feet shoulder-width apart and your knees slightly bent.</li>
<li>Grasp the other end of the exercise band with both hands and hold it at chest level, with your elbows bent and pointing outward.</li>
<li>Engage your core muscles by pulling your belly button in towards your spine.</li>
<li>Exhale and slowly crunch your upper body forward, bringing your elbows towards your knees. Keep your chin tucked in and your gaze forward.</li>
<li>Pause briefly at the end of the movement, then inhale and slowly return to the starting position.</li>
<li>Repeat for 10-15 repetitions, then switch sides and attach the exercise band to the opposite side to work the other side of your body.</li>
</ol>"
shoulders,band,http://d205bpvrqc9yn1.cloudfront.net/1022.gif,1022,band standing rear delt row,delts,"<ol>
<li>Begin by standing with your feet shoulder-width apart and placing the exercise band under your feet.</li>
<li>Hold the handles of the band with your palms facing each other and your arms extended in front of you.</li>
<li>Keeping your elbows close to your body, pull the band towards your chest by squeezing your shoulder blades together.</li>
<li>Pause for a moment at the top of the movement and then slowly return to the starting position.</li>
<li>Repeat for the desired number of reps.</li>
<li>Remember to keep your core engaged and your back straight throughout the exercise.</li>
<li>You can vary the resistance of the band by adjusting your grip or using a different band with a different level of resistance.</li>
</ol>"
waist,band,http://d205bpvrqc9yn1.cloudfront.net/1007.gif,1007,band standing twisting crunch,abs,"<ol>
<li>Stand with your feet shoulder-width apart and place the exercise band under your feet.</li>
<li>Hold the exercise band with both hands at chest level, keeping your elbows bent and close to your body.</li>
<li>Engage your core and twist your torso to the right, keeping your hips facing forward.</li>
<li>As you twist, bring your left elbow towards your right knee, squeezing your obliques.</li>
<li>Return to the starting position and repeat on the other side, twisting to the left and bringing your right elbow towards your left knee.</li>
<li>Continue alternating sides for the desired number of repetitions.</li>
<li>Make sure to keep your back straight and avoid leaning forward or backwards as you twist.</li>
<li>You can increase the difficulty of this exercise by using a heavier resistance band or by adding a pulse at the end of each twist.</li>
<li>Remember to breathe throughout the exercise, inhaling as you twist and exhaling as you return to the starting position.</li>
</ol>"
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/1008.gif,1008,band step-up,glutes,"<ol>
  <li>Place the exercise band around your ankles and stand facing a sturdy step or bench.</li>
  <li>Step up onto the bench with your right foot, making sure to keep your left foot on the ground.</li>
  <li>As you step up, lift your left leg behind you, keeping it straight and in line with your body.</li>
  <li>Lower your left leg back down to the ground and step back down with your right foot.</li>
  <li>Repeat the exercise for 10-12 repetitions on your right leg before switching to your left leg.</li>
  <li>Make sure to keep your core engaged and your back straight throughout the exercise.</li>
  <li>For an added challenge, hold dumbbells in each hand or increase the resistance of the exercise band.</li>
</ol>"
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/1009.gif,1009,band stiff leg deadlift,glutes,"<ol>
  <li>Step 1: Begin by standing with your feet hip-width apart on top of the exercise band. Hold the band with both hands in front of your body, keeping your arms straight.</li>
  <li>Step 2: Hinge at the hips and slowly lower your torso towards the ground, keeping your back straight and your core engaged. As you lower your torso, allow the exercise band to stretch and pull against your hands.</li>
  <li>Step 3: Continue lowering your torso until you feel a stretch in your hamstrings. Make sure to keep your knees slightly bent throughout the movement to avoid locking them out.</li>
  <li>Step 4: Hold the stretch for 1-2 seconds, then slowly raise your torso back up to the starting position, using your hamstrings and glutes to power the movement.</li>
  <li>Step 5: Repeat for 10-12 reps, then switch to the other side of the exercise band and repeat the exercise.</li>
  <li>Step 6: To increase the difficulty of the exercise, you can use a heavier exercise band or hold weights in your hands while performing the movement.</li>
  <li>Step 7: Remember to breathe throughout the exercise, inhaling as you lower your torso and exhaling as you raise it back up.</li>
  <li>Step 8: Always consult with a healthcare professional before starting any new exercise program, especially if you have a history of back or knee injuries.</li>
</ol>"
upper legs,band,http://d205bpvrqc9yn1.cloudfront.net/1023.gif,1023,band straight back stiff leg deadlift,glutes,"<ol>
  <li>Place the exercise band under both feet and stand with feet hip-width apart.</li>
  <li>Grasp the band with both hands, palms facing towards you.</li>
  <li>Engage your core and keep your back straight as you hinge forward at the hips, lifting one leg straight behind you.</li>
  <li>Lower the band towards the ground, keeping your standing leg slightly bent and your back straight.</li>
  <li>Pause for a moment at the bottom of the movement, then slowly return to the starting position.</li>
  <li>Repeat for the desired number of repetitions, then switch legs and repeat on the other side.</li>
  <li>Remember to keep your core engaged and your back straight throughout the exercise to avoid injury.</li>
</ol>"
back,band,http://d205bpvrqc9yn1.cloudfront.net/1010.gif,1010,band straight leg deadlift,spine,"<ol>
<li>Start by placing the exercise band under both feet and standing with your feet hip-width apart.</li>
<li>Hold the ends of the band with both hands, palms facing towards your body.</li>
<li>Engage your core muscles and keep your back straight as you hinge forward at your hips, lowering your upper body towards the ground.</li>
<li>As you lower your upper body, lift your right leg straight behind you, keeping it in line with your torso.</li>
<li>Lower your right leg back down to the ground as you lift your upper body back up to standing position.</li>
<li>Repeat the exercise with your left leg.</li>
<li>Continue alternating legs for the desired number of repetitions.</li>
</ol>"
shoulders,band,http://d205bpvrqc9yn1.cloudfront.net/1012.gif,1012,band twisting overhead press,delts,"<ol>
  <li>Begin by standing on the exercise band with your feet shoulder-width apart.</li>
  <li>Hold onto the handles of the exercise band with your palms facing forward and your elbows bent at a 90-degree angle.</li>
  <li>Bring the exercise band up to shoulder height, with your palms facing forward and your elbows bent at a 90-degree angle.</li>
  <li>Twist your torso to the right, keeping your arms in the same position.</li>
  <li>Press the exercise band overhead, extending your arms fully and keeping your palms facing forward.</li>
  <li>Lower the exercise band back down to shoulder height, while twisting your torso back to the starting position.</li>
  <li>Repeat the exercise, this time twisting your torso to the left before pressing the exercise band overhead.</li>
  <li>Complete 2-3 sets of 10-12 repetitions on each side.</li>
</ol>"
lower legs,band,http://d205bpvrqc9yn1.cloudfront.net/1369.gif,1369,band two legs calf raise - (band under both legs) v. 2,calves,"<ol>
  <li>Place the exercise band under both legs, just above the ankles.</li>
  <li>Stand with your feet shoulder-width apart and your hands on your hips.</li>
  <li>Raise your heels off the ground as high as you can, keeping your toes on the ground.</li>
  <li>Hold the raised position for a few seconds, then slowly lower your heels back to the ground.</li>
  <li>Repeat for the desired number of repetitions.</li>
  <li>For added resistance, use a thicker exercise band or increase the tension of the band by pulling it tighter.</li>
  <li>Remember to keep your core engaged and your back straight throughout the exercise.</li>
  <li>Perform this exercise regularly to strengthen and tone your calf muscles.</li>
</ol>"
back,band,http://d205bpvrqc9yn1.cloudfront.net/1013.gif,1013,band underhand pulldown,lats,"<ol>
  <li>Attach the exercise band to a sturdy anchor point above your head.</li>
  <li>Grasp the handles of the exercise band with an underhand grip, palms facing up.</li>
  <li>Stand facing the anchor point with your feet shoulder-width apart and your knees slightly bent.</li>
  <li>Engage your core and keep your chest lifted throughout the exercise.</li>
  <li>Slowly pull the handles down towards your chest, keeping your elbows close to your sides.</li>
  <li>Pause for a moment when the handles are at chest level.</li>
  <li>Slowly release the tension in the exercise band and return to the starting position with your arms fully extended overhead.</li>
  <li>Repeat for the desired number of repetitions.</li>
</ol>"
waist,band,http://d205bpvrqc9yn1.cloudfront.net/1014.gif,1014,band v-up,abs,"<ol>
  <li>Begin by laying down flat on your back with your legs straight and your arms extended above your head, holding the exercise band with both hands.</li>
  <li>Wrap the exercise band around the arches of your feet and hold the ends of the band with your hands.</li>
  <li>Engage your core muscles and lift your legs off the ground, simultaneously lifting your upper body off the ground to meet your legs.</li>
  <li>Keep your arms extended and reach towards your feet with the exercise band, keeping your legs straight and together.</li>
  <li>Hold the position for a few seconds before slowly lowering your legs and upper body back down to the starting position.</li>
  <li>Repeat for the desired number of reps or time.</li>
</ol>"
waist,band,http://d205bpvrqc9yn1.cloudfront.net/1015.gif,1015,band vertical pallof press,abs,"<ol>
<li>Start by attaching an exercise band to a sturdy anchor point at chest height.</li>
<li>Stand with your side facing the anchor point and grab the band with both hands, holding it at chest height.</li>
<li>Step away from the anchor point until there is tension in the band.</li>
<li>Engage your core and press the band out in front of you, keeping your arms straight and parallel to the floor.</li>
<li>Hold the band out in front of you for a few seconds, making sure to keep your core engaged and your body stable.</li>
<li>Slowly return the band back to your chest, resisting the pull of the band as you do so.</li>
<li>Repeat for several reps before switching sides and performing the exercise again.</li>
</ol>"
lower arms,band,http://d205bpvrqc9yn1.cloudfront.net/1016.gif,1016,band wrist curl,forearms,"<ol>
<li>Begin by sitting on a chair or bench with your feet flat on the ground.</li>
<li>Wrap the exercise band around your hand and hold it securely.</li>
<li>Extend your arm straight out in front of you, keeping your elbow close to your side.</li>
<li>Curl your wrist upward, pulling the exercise band towards your forearm.</li>
<li>Hold the position for a few seconds, then slowly release back to the starting position.</li>
<li>Repeat for 10-15 repetitions, then switch to the other hand.</li>
<li>For a more challenging workout, use a heavier resistance band or increase the number of repetitions.</li>
<li>Remember to breathe deeply and maintain proper form throughout the exercise.</li>
<li>Finish by stretching your wrists and forearms to prevent injury and promote flexibility.</li>
</ol>"
shoulders,band,http://d205bpvrqc9yn1.cloudfront.net/1017.gif,1017,band y-raise,delts,"<ol>
<li>Begin by standing with your feet shoulder-width apart and placing the exercise band under the arches of your feet.</li>
<li>Grasp the ends of the band with your palms facing inward and your arms straight down at your sides.</li>
<li>Slowly raise your arms out to the sides, forming a ""Y"" shape with your body.</li>
<li>Keep your arms straight as you raise them, and focus on using your shoulder muscles to lift the band.</li>
<li>Pause briefly at the top of the movement, then lower your arms back down to your sides.</li>
<li>Repeat for 10-12 repetitions, then rest for 30 seconds before completing another set.</li>
<li>As you become stronger, you can increase the resistance of the band by using a thicker band or by standing farther away from the anchor point.</li>
</ol>"
upper arms,barbell,http://d205bpvrqc9yn1.cloudfront.net/0023.gif,23,barbell alternate biceps curl,biceps,"<ol>
  <li>Stand straight with your feet shoulder-width apart and your knees slightly bent.</li>
  <li>Hold a barbell with an underhand grip, palms facing upwards, and your hands shoulder-width apart.</li>
  <li>Keep your elbows close to your sides and your upper arms stationary.</li>
  <li>Slowly curl the barbell up towards your shoulder, exhaling as you lift.</li>
  <li>Pause for a moment at the top of the movement, squeezing your biceps.</li>
  <li>Lower the barbell back down to the starting position, inhaling as you release.</li>
  <li>Repeat the movement with your other arm, alternating between left and right.</li>
  <li>Perform 2-3 sets of 8-12 repetitions, resting for 30-60 seconds between sets.</li>
  <li>Gradually increase the weight of the barbell as you become stronger and more comfortable with the exercise.</li>
  <li>Remember to maintain proper form throughout the exercise to avoid injury and maximize results.</li>
</ol>"
upper legs,barbell,http://d205bpvrqc9yn1.cloudfront.net/0024.gif,24,barbell bench front squat,quads,"<ol>
  <li>Start by setting up a barbell bench in a squat rack.</li>
  <li>Load the bar with an appropriate weight, making sure it is evenly distributed on both sides.</li>
  <li>Stand in front of the bar with your feet shoulder-width apart and toes pointing slightly outward.</li>
  <li>Grab the bar with an overhand grip, hands slightly wider than shoulder-width apart.</li>
  <li>Lift the bar off the rack and step back, ensuring your feet are firmly planted on the ground.</li>
  <li>Squat down, keeping your back straight and your chest up, until your thighs are parallel to the ground.</li>
  <li>Pause for a moment, then push through your heels to return to the starting position.</li>
  <li>Repeat for the desired number of repetitions.</li>
  <li>When finished, carefully rack the bar back onto the squat rack.</li>
  <li>Stretch your legs and hips to cool down and prevent injury.</li>
</ol>"
